gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
PAFAH1B1	612041	184	14	62909301	16158282	0	47	4	0	2	11	44134125	0	0
PARD6A	1065785	147	41	48557922	16926735	0	31	8	0	6	129	257182527	0	0
PARP4	340065	606	39	260962485	69638457	0	218	46	0	8	132	208001535	0	0
PAX2	1089188	481	19	71237670	18795945	0	53	6	0	5	33	67125408	0	0
PAX5	429504	542	34	58360890	17155194	0	72	15	0	2	51	86523654	0	0
PBRM1	1217701	231	47	249767994	63075453	0	375	21	0	0	21	63075453	0	0
PCBP2	1712232	191	56	56533218	15555981	0	50	8	0	27	295	523669566	0	0
PCGF6	533950	125	43	53334792	14642145	0	51	3	0	5	53	121290960	0	0
PDE11A	320610	618	18	149702952	40208784	0	130	25	0	6	118	187544070	0	0
PDK3	512129	NaN	34	63781599	16843659	0	45	7	0	3	63	97821990	0	0
PDYN	461602	543	28	37280355	10882956	0	81	10	0	2	42	52067883	0	0
PHACTR4	778726	182	29	107375730	30260433	0	76	8	0	0	8	30260433	0	0
PHF6	271272	NaN	47	62576997	14745990	0	66	7	0	2	94	114707187	0	0
PHLDA1	604083	438	17	57696282	17819802	0	61	15	0	6	119	176100351	0	0
PHLPP1	229775	442	34	247421097	77696829	0	109	27	0	0	27	77696829	0	0
PICK1	1478013	200	76	63573909	17175963	0	62	8	0	7	100	162766653	0	0
PIGO	782447	350	42	154562898	51610965	0	93	16	0	2	37	128393958	0	0
PIK3CA	401889	613	11	163950486	40852623	0	1799	22	0	0	22	40852623	0	0
PIP4K2C	1347795	303	44	64010058	17362884	0	41	15	0	9	409	452577279	0	0
PKD2	435445	367	21	144469164	40271091	0	94	13	0	1	14	47436396	0	0
PLCXD1	NaN	NaN	NaN	47831007	14226765	0	36	8	0	2	49	64196979	0	0
PLEKHO2	556478	205	50	70843059	22181292	0	51	7	0	1	11	53272485	0	0
PMEPA1	197938	488	15	42597219	12606783	0	53	14	0	21	366	424705281	0	0
PMS2	NaN	NaN	NaN	130304706	34621923	0	91	28	0	2	69	84592137	0	0
PNPLA3	155890	393	24	71029980	21059766	0	63	14	0	4	61	102515784	0	0
POLG2	1306314	184	23	72753807	20083623	0	54	2	0	1	2	23468970	0	0
POM121	641244	332	59	139505373	47353320	0	139	30	0	4	61	105755748	0	0
POT1	34691	524	-16	96991230	25442025	0	134	10	0	0	10	25442025	0	0
PPCS	570562	583	27	44466429	14475993	0	19	7	0	9	169	249830301	0	0
PPFIBP2	104307	853	12	133420056	36241905	0	79	20	0	15	270	394922535	0	0
PPP6C	951081	168	46	51714810	14143689	0	89	8	0	15	216	362751354	0	0
PPWD1	424356	444	25	98403522	25151259	0	49	4	0	2	21	63947751	0	0
PRAM1	726124	214	1	97448148	30156588	0	63	33	0	1	52	60188562	0	0
PRCC	1649536	208	53	71279208	22181292	0	46	7	0	3	30	61600854	0	0
PRKACA	1034381	321	36	55681689	13977537	0	79	11	0	6	169	205135413	0	0
PRKRIR	234429	366	57	113398740	30031974	0	93	13	0	5	41	79150659	0	0
PRMT3	162124	694	-1	83595225	19585167	0	40	14	0	4	91	142101498	0	0
PRRG1	81601	NaN	3	36657285	10010658	0	59	6	0	1	304	352616082	0	0
PRRT2	NaN	NaN	NaN	48454077	16033668	0	58	10	0	2	51	66003882	0	0
PSMB4	1322568	174	42	39523407	11630640	0	23	5	0	35	558	924594342	0	0
PSORS1C1	3178076	283	21	22887438	6708387	0	25	5	0	8	155	253132572	0	0
PSPC1	309425	481	34	78402975	21537453	0	75	12	0	6	76	178654938	0	0
PTCH1	186893	510	53	223183674	65920806	0	247	55	0	3	77	94935099	0	0
PTEN	259678	300	34	62888532	14621376	0	718	16	0	3	40	45899490	0	0
PTPLA	488883	383	4	43407210	12232941	0	58	7	0	20	330	569132907	0	0
PTPN11	704590	167	43	91819749	22949745	0	154	25	0	3	131	160731291	0	0
PVRIG	1465817	204	59	46086411	16033668	0	37	7	0	7	77	142890720	0	0
PXMP4	714390	161	56	31361190	9200667	0	24	8	0	3	66	83719839	0	0
QTRTD1	426794	504	26	62348538	17404422	0	39	14	0	4	106	176848035	0	0
RAB34	1695792	208	40	51569427	14289072	0	35	10	0	18	435	642260556	0	0
RAB39B	371405	NaN	-13	31215807	9034515	0	30	6	0	10	234	365389017	0	0
RAC1	NaN	NaN	NaN	32088105	9034515	0	95	4	0	2	45	59004729	0	0
RAD54L2	647863	387	39	216454518	63179298	0	139	21	0	0	21	63179298	0	0
RALY	873171	398	61	45525648	13852923	0	66	10	0	5	45	69617688	0	0
RANBP6	350338	339	24	162205890	44653350	0	96	19	0	5	109	214356849	0	0
RASA1	154501	726	24	159111309	43386441	0	135	17	0	3	45	102972702	0	0
RASAL2	168177	435	-9	192777858	53147871	0	145	21	0	0	21	53147871	0	0
RAX	293564	549	20	48246387	17113656	0	19	12	0	8	99	151987542	0	0
RB1	349930	450	41	143472252	36657285	0	363	23	0	6	91	157159023	0	0
RBM10	819569	NaN	38	140647668	38858799	0	165	21	0	1	27	64155441	0	0
RBM27	394957	229	31	159194385	44113356	0	97	17	0	6	105	262125549	0	0
RBM44	570382	407	24	160585908	39980325	0	78	17	0	5	119	216807591	0	0
RBMX	275533	NaN	28	65152353	13666002	0	147	22	0	1	36	27332004	0	0
RBP5	2422791	224	38	20893614	5399940	0	30	2	0	8	138	248854158	0	0
RERG	354506	469	3	29928129	8203755	0	46	6	0	4	104	144510702	0	0
REST	590352	569	37	162704346	43407210	0	137	16	0	0	16	43407210	0	0
RFPL3	413546	556	-16	46231794	13458312	0	81	13	0	8	243	289457553	0	0
RHOC	559669	325	27	29159676	8099910	0	24	7	0	10	171	231366660	0	0
RIMBP3C	572259	221	26	462754089	150346791	0	18	1	0	0	1	150346791	0	0
RNF111	591201	230	31	146566833	41164158	0	108	16	0	3	44	102370401	0	0
RNF43	782135	399	22	112858746	35681142	0	229	19	0	2	41	83927529	0	0
RNPC3	NaN	NaN	NaN	21641298	6334545	0	37	5	0	2	46	56304759	0	0
ROCK2	495833	170	25	216745284	50863281	0	139	19	0	0	19	50863281	0	0
RPL15	399346	319	6	29990436	9076053	0	11	5	0	20	367	604170210	0	0
RPL22	627248	240	31	20291313	4693794	0	78	0	0	3	29	122724021	0	0
RQCD1	939398	179	48	44611812	13146777	0	52	9	0	18	201	347465370	0	0
RUNX1	164915	429	45	72255351	22451289	0	102	17	0	10	182	272655432	0	0
SAMD1	1023789	215	34	61143936	20727462	0	40	16	0	9	142	192445554	0	0
SASH1	77939	454	-8	184636410	53376330	0	117	49	0	0	49	53376330	0	0
SAV1	458995	259	31	57177057	15597519	0	34	4	0	3	35	99130437	0	0
SBNO1	1090982	125	37	211843800	56200914	0	166	29	0	5	141	283102239	0	0
SCRN3	385177	419	24	64840818	16345203	0	57	3	0	2	14	38692647	0	0
SEC63	290010	481	37	118944063	28287378	0	80	10	0	2	22	56367066	0	0
SEMG2	842540	324	25	87852870	21745143	0	128	19	0	4	98	132734679	0	0
SERF2	784327	286	37	9844506	1993824	0	12	3	0	1	6	7352226	0	0
SETD2	593886	365	46	380924229	103637310	0	377	28	0	0	28	103637310	0	0
SF3B1	736523	276	30	197139348	54269397	0	351	34	0	0	34	54269397	0	0
SFTPC	587455	196	50	29450442	9055284	0	24	4	0	19	223	431600589	0	0
SGK1	97901	129	15	98715057	25712022	0	95	25	0	8	126	177948792	0	0
SIKE1	600310	596	-5	32669637	8079141	0	19	5	0	12	214	326634063	0	0
SIN3A	775031	296	47	191220183	51901731	0	154	22	0	1	51	92193591	0	0
SLC10A4	310162	396	52	61580085	20789769	0	31	10	0	1	20	40728009	0	0
SLC25A40	237024	758	6	52607877	13250622	0	35	10	0	10	177	256995606	0	0
SLC35E2	1569768	214	33	97780452	30758889	0	31	4	0	1	4	61206243	0	0
SLC39A1	2028800	222	34	44944116	16552893	0	27	5	0	2	32	66606183	0	0
SLCO1B3	151869	521	-24	106835736	28058919	0	175	31	0	6	183	160045914	0	0
SMAD2	108087	185	42	71175363	18795945	0	78	9	0	0	9	18795945	0	0
SMAD4	156084	422	41	83366766	22492827	0	439	10	0	1	20	35494221	0	0
SMAP1	169371	764	11	70593831	19377477	0	45	6	0	1	7	39274179	0	0
SMARCA4	1984564	190	40	252467964	70843059	0	326	74	0	0	74	70843059	0	0
SMARCC2	2878044	171	40	187128690	52753260	0	162	32	0	41	561	940565703	0	0
SMC1A	920771	NaN	70	189994812	46771788	0	121	15	0	2	21	74311482	0	0
SMC4	435184	513	16	198572409	48101004	0	122	18	0	3	43	94623564	0	0
SNRPB	652241	477	33	35805756	11547564	0	42	7	0	6	129	227420550	0	0
SNRPG	671278	370	38	12565245	2699970	0	8	2	0	29	567	971926893	0	0
SOCS1	632841	308	37	29408904	10467576	0	70	9	0	13	239	306093522	0	0
SOCS5	630448	252	34	79316811	21308994	0	58	14	0	1	22	41621076	0	0
SOS1	805852	351	18	201604683	53355561	0	136	16	0	0	16	53355561	0	0
SOX9	159643	606	-41	74103792	21724374	0	176	19	0	3	99	131363925	0	0
SP1	1707021	145	57	113481816	34808844	0	3	1	0	0	1	34808844	0	0
SPAG8	847663	227	54	84446754	24902031	0	55	12	0	5	54	103512696	0	0
SPAG9	1009546	138	-3	201106227	53230947	0	119	19	0	2	30	93232041	0	0
SPATA8	93099	986	-46	15825978	4486104	0	40	10	0	3	94	71133825	0	0
SPCS1	1217701	272	47	25047414	7601454	0	15	2	0	4	34	89182086	0	0
SPHK2	1597109	242	31	90095922	33583473	0	69	31	0	1	42	48557922	0	0
SPOP	943930	348	28	57633975	14704452	0	185	6	0	7	133	206963085	0	0
SRA1	706371	319	29	34954227	10342962	0	38	6	0	35	482	873627216	0	0
SRPK3	2103463	NaN	30	85464435	24320499	0	38	21	0	7	204	272323128	0	0
SSNA1	1722012	202	36	18006723	4922253	0	16	2	0	47	818	1245039243	0	0
SSX5	590474	NaN	11	36408057	8577597	0	67	6	0	4	53	91882056	0	0
STAG1	245682	512	22	195394752	48163311	0	132	18	0	6	81	217098357	0	0
STK11	2214581	234	29	65339274	18027492	0	75	12	0	13	341	388587990	0	0
STK38	942238	148	37	73148418	17196732	0	67	11	0	3	57	125818602	0	0
STX10	1948449	221	41	38111115	10301424	0	15	9	0	7	79	148082970	0	0
STX7	180943	618	12	41143389	10072965	0	23	5	0	6	57	133378518	0	0
SULF1	137404	578	-19	134562351	33168093	0	175	31	0	2	88	112401828	0	0
SUV420H1	1059031	161	51	133648515	34829613	0	112	17	0	6	84	151779852	0	0
SWAP70	545476	179	25	90968220	21433608	0	49	8	0	1	19	40811085	0	0
SYCP1	601139	601	2	155995959	34351926	0	151	24	0	6	122	208250763	0	0
SYNE2	525935	430	41	1061607435	261232482	0	537	118	0	0	118	261232482	0	0
TAB3	81645	NaN	13	104924988	30094281	0	94	11	0	3	38	91425138	0	0
TAF1	729010	NaN	32	289021404	74353020	0	232	22	0	1	45	119047908	0	0
TBC1D10A	622382	211	50	75370701	21890526	0	57	9	0	9	118	232612800	0	0
TBC1D12	231059	361	22	114748725	33292707	0	55	10	0	9	77	283725309	0	0
TBL1XR1	135357	433	0	79566039	20187468	0	122	9	0	2	77	101788869	0	0
TBX3	32369	548	-30	107334192	33479628	0	137	22	0	3	83	107874186	0	0
TCF12	203021	599	27	111633375	30301971	0	101	10	0	1	14	36948051	0	0
TCHH	527465	349	35	291575991	72047661	0	498	83	0	5	137	142392264	0	0
TET2	188424	632	24	300838965	81352173	0	288	24	0	2	42	117344850	0	0
TFAM	152882	326	-7	38256498	9408357	0	39	3	0	1	5	22721286	0	0
TGFBR1	201435	211	30	75536853	20789769	0	101	12	0	6	121	203120820	0	0
TGFBR2	80018	417	-9	88891320	23697429	0	182	15	0	2	20	30447354	0	0
TGIF1	444864	153	17	60375483	20125161	0	93	7	0	1	11	25940481	0	0
TGOLN2	975949	211	18	63906213	18712869	0	30	7	0	9	76	154729050	0	0
THOC4	3798594	211	19	38401881	12502938	0	22	4	0	1	8	19107480	0	0
TJP2	224404	525	24	190430961	53563251	0	103	14	0	0	14	53563251	0	0
TM4SF4	558016	159	6	30405816	8536059	0	20	4	0	6	148	259134813	0	0
TMC4	735613	439	-53	102785781	33978084	0	85	23	0	7	96	148934499	0	0
TMCC1	614377	357	40	95724321	27269697	0	84	7	0	1	30	82889079	0	0
TMCO2	627703	373	18	27145083	7559916	0	36	2	0	4	45	82806003	0	0
TMED10	884650	154	47	32918865	9325281	0	17	6	0	2	106	212923788	0	0
TMEM31	485629	NaN	43	29948898	6874539	0	16	1	0	4	28	85526742	0	0
TMEM41A	953031	366	31	38754954	11900637	0	40	4	0	0	4	11900637	0	0
TMEM52	1434423	233	27	29990436	10384500	0	36	8	0	6	109	156515184	0	0
TMEM55B	464497	395	17	42077994	12689859	0	33	5	0	5	48	67623864	0	0
TMEM60	253754	795	28	19668243	5628399	0	24	3	0	17	256	356790651	0	0
TMEM88	2148615	337	24	21620529	8660673	0	14	6	0	7	108	165134319	0	0
TMEM97	1405196	214	10	26189709	7393764	0	20	1	0	3	2	42347991	0	0
TMPRSS13	527704	576	45	84176757	25109721	0	231	24	0	0	24	25109721	0	0
TMSB4X	NaN	NaN	NaN	7372995	1536906	0	19	0	0	50	1736	2314455822	0	0
TNFAIP3	315946	256	51	118404069	31444266	0	95	27	0	3	73	100542729	0	0
TNFRSF14	339388	228	38	42846447	11983713	0	19	0	0	0	0	11983713	0	0
TNNI3K	87070	1135	-16	146899137	37841118	0	180	31	0	5	107	144323781	0	0
TNPO1	469585	388	30	139256145	34767306	0	84	7	0	2	40	174106527	0	0
TP53	2069567	213	34	64155441	17715957	0	5835	64	0	0	64	17715957	0	0
TP53I13	760947	353	26	55640151	19626705	0	31	10	0	27	441	774683700	0	0
TP53INP1	418153	395	48	37965732	9325281	0	33	5	0	16	285	432285966	0	0
TRIOBP	1114524	180	74	352242240	114187962	0	36	4	0	0	4	114187962	0	0
TRMT2A	545126	218	57	91695135	28308147	0	54	12	0	4	73	126109368	0	0
TROAP	2137968	175	37	116846394	38484957	0	112	8	0	0	8	38484957	0	0
TRUB1	188808	343	9	51777117	15514443	0	47	8	0	2	18	46896402	0	0
TSC1	1919595	461	33	174791904	48204849	0	139	25	0	2	58	96638157	0	0
TSC2	1722112	181	44	267421644	80874486	0	234	70	0	2	88	112567980	0	0
TSPYL1	260958	593	22	63033915	18837483	0	32	5	0	2	22	106295742	0	0
TTC13	407409	595	14	131550846	34995765	0	98	11	0	8	54	154812126	0	0
U2AF1	687433	279	59	40686471	10654497	0	100	8	0	9	86	131363925	0	0
U2AF2	1077402	254	-10	71507667	20208237	0	69	10	0	13	175	265822431	0	0
UBE2D1	153069	326	-12	23468970	5690706	0	19	2	0	14	390	407861622	0	0
UBE2E3	114904	888	11	31714263	8411445	0	21	7	0	9	198	209746131	0	0
UNCX	748119	384	40	73563798	26314323	0	26	11	0	4	172	394278696	0	0
USP15	239150	456	-26	147771435	35473452	0	90	21	0	2	63	88496709	0	0
USP26	88462	NaN	12	135891567	35016534	0	153	25	0	3	49	92754354	0	0
USP28	169458	534	10	164532018	43074906	0	137	19	0	0	19	43074906	0	0
USP43	78043	204	-50	162932805	50655591	0	120	26	0	0	26	50655591	0	0
USP8	325514	203	30	169848882	44051049	0	100	17	0	3	56	121457112	0	0
USP9X	734477	NaN	38	390519507	100771188	0	225	45	0	2	60	139588449	0	0
UTY	0	0	0	217368354	57592437	0	40	2	0	0	2	57592437	0	0
UVRAG	520479	503	32	105049602	29284290	0	82	10	0	1	14	46626405	0	0
VCPIP1	372262	213	38	177138801	51964038	0	101	26	0	14	221	389564133	0	0
VEGFB	1613996	257	65	30655044	9844506	0	38	6	0	19	301	376085052	0	0
VHL	825905	170	39	31070424	9429126	0	379	18	0	0	18	9429126	0	0
VN1R1	451095	869	-24	51777117	14392917	0	32	6	0	1	13	38630340	0	0
VPS33A	885125	222	47	89805156	24777417	0	68	11	0	7	200	420634557	0	0
VPS52	1456953	262	30	108621870	31444266	0	49	18	0	6	101	157429020	0	0
WBP1	1069803	343	45	39087258	12129096	0	57	4	0	2	31	69160770	0	0
WDR47	942575	216	19	140003829	36948051	0	80	11	0	3	65	159775917	0	0
WT1	356326	749	9	77281449	21786681	0	149	23	0	1	26	28951986	0	0
XBP1	571394	219	-10	59586261	13624464	0	31	3	0	4	45	134853117	0	0
XPO4	413321	385	42	174646521	46294101	0	98	20	0	1	33	61497009	0	0
XPOT	466767	402	-15	147771435	38214960	0	93	31	0	9	140	211553034	0	0
YIPF3	1278255	230	56	51797886	15805209	0	23	5	0	4	33	89140548	0	0
YOD1	434877	155	24	50344056	15265215	0	24	8	0	20	313	588219618	0	0
YWHAB	952219	282	32	38048808	9366819	0	23	8	0	4	53	74789169	0	0
ZBTB24	337228	559	33	107334192	27747384	0	43	14	0	4	96	183681036	0	0
ZBTB33	588956	NaN	28	98631981	27415080	0	74	12	0	4	65	101269644	0	0
ZBTB47	359739	329	38	109722627	31340421	0	51	13	0	9	131	233215101	0	0
ZC3H13	576966	679	49	233755095	62763918	0	230	31	0	4	62	133316211	0	0
ZC3H18	626708	184	39	141083817	41475693	0	118	32	0	3	78	108102645	0	0
ZFP36	1579611	230	36	44840271	16656738	0	46	8	0	15	179	317163399	0	0
ZFP36L1	543449	259	46	48163311	15452136	0	86	11	0	1	16	24216654	0	0
ZFP36L2	227876	208	47	68911542	23863581	0	143	11	0	2	30	80459106	0	0
ZFP41	1657385	389	19	29512749	7684530	0	23	12	0	4	94	80209878	0	0
ZIC3	12849	NaN	-2	68039244	19938240	0	70	23	0	2	89	57010905	0	0
ZMYM3	728738	NaN	25	205509255	57862434	0	197	36	0	11	256	475589331	0	0
ZNF155	498673	419	-36	81912936	19834395	0	44	6	0	6	58	138633075	0	0
ZNF207	679038	286	30	74186868	21080535	0	57	3	0	2	44	149121420	0	0
ZNF215	403341	827	6	78818355	19003635	0	94	14	0	8	139	201396993	0	0
ZNF429	164342	1162	-59	101871945	25047414	0	170	34	0	6	215	168436590	0	0
ZNF605	1014082	674	11	102453477	24092040	0	46	1	0	0	1	24092040	0	0
ZNF706	1084949	371	46	12274479	2866122	0	23	0	0	4	55	105278061	0	0
ZNF710	848910	192	40	98071218	27228159	0	60	27	0	1	47	52607877	0	0
ZNF716	NaN	NaN	NaN	75038397	18422103	0	152	19	0	2	60	68392317	0	0
ZNF732	NaN	NaN	NaN	88559016	21288225	0	48	14	0	2	55	71258439	0	0
ZNF844	NaN	NaN	NaN	100418115	25005876	0	154	5	0	0	5	25005876	0	0
ZXDB	80578	NaN	-18	113731044	36553440	0	112	11	0	0	11	36553440	0	0
STAG2	338292	NaN	7	197887032	47540241	0	230	29	0	2	56	84363678	5.218048e-15	1.757550e-13
KDM6A	59340	NaN	36	211989183	57052443	0	285	26	0	0	26	57052443	2.797762e-14	9.406664e-13
PIK3R1	48999	619	32	117884844	29221983	0	222	16	0	0	16	29221983	4.718448e-14	1.583619e-12
FBXW7	117295	501	51	126773976	33978084	0	424	19	0	0	19	33978084	9.225953e-14	3.090940e-12
B2M	673122	428	36	18401334	4901484	0	98	7	0	0	7	4901484	5.925260e-13	1.981600e-11
SMAD3	444194	194	45	68288472	18193644	0	97	9	0	15	173	303580473	7.919864e-10	2.643973e-08
PTH2	2173457	290	44	13811385	5566092	0	38	0	0	0	0	5566092	1.973793e-09	6.577682e-08
RHOA	1623187	201	33	29471211	7788375	0	105	8	0	0	8	7788375	1.500780e-08	4.992542e-07
PPM1D	288701	328	15	88434402	26085864	0	72	10	0	0	10	26085864	1.666031e-07	5.532512e-06
IL6ST	317374	438	51	139650756	35868063	0	116	14	0	0	14	35868063	1.745637e-07	5.786678e-06
CDK12	1409087	239	28	217451430	64487745	0	191	35	0	18	221	411953115	3.104333e-07	1.027262e-05
ZNF479	13773	995	-29	79732191	19398246	0	175	18	0	0	18	19398246	1.231767e-06	4.068930e-05
RPL5	582788	274	4	46169487	11526795	0	44	1	0	0	1	11526795	2.476931e-06	8.167810e-05
BRD7	303953	520	14	101809638	24362037	0	77	8	0	0	8	24362037	2.756169e-06	9.072750e-05
ZNF292	222401	547	19	403417056	107624958	0	241	50	0	0	50	107624958	1.016243e-05	3.339438e-04
C17orf82	292199	414	-9	34019622	13084470	0	26	0	0	0	0	13084470	1.162681e-05	3.813998e-04
MDGA2	14033	1195	-46	143493021	39378024	0	187	27	0	0	27	39378024	1.732955e-05	5.674826e-04
LUC7L3	1462233	148	16	67166946	16262127	0	42	1	0	0	1	16262127	2.807458e-05	9.177518e-04
SACS	180800	625	14	675823260	182268744	0	466	82	0	4	107	242208078	3.118475e-05	1.017659e-03
YLPM1	878419	232	43	315626493	90677454	0	187	33	0	0	33	90677454	3.858320e-05	1.256919e-03
WNT16	97501	535	-14	57737820	15722133	0	47	5	0	1	16	37758042	6.185980e-05	2.011723e-03
OXSM	217009	717	-3	66232341	20374389	0	54	6	0	1	6	26667396	6.409711e-05	2.080894e-03
ANTXR2	62176	905	6	76409151	21599760	0	60	6	0	0	6	21599760	7.687689e-05	2.491498e-03
ECD	653488	233	44	103138854	27207390	0	70	6	0	1	8	36034215	7.832401e-05	2.534044e-03
ARV1	376655	616	12	41662614	10550652	0	36	3	0	1	6	19502091	1.015936e-04	3.281265e-03
FAM174B	281213	478	-17	22409751	7996065	0	21	3	0	5	27	58028586	1.043782e-04	3.365440e-03
RPS6KA3	242944	NaN	36	114208731	29533518	0	113	15	0	0	15	29533518	1.055326e-04	3.396853e-03
APLF	227462	617	22	78278361	19668243	0	65	12	0	5	82	162185121	1.121610e-04	3.604056e-03
TAS2R19	365490	676	-2	43116444	12897549	0	134	14	0	1	22	25836636	1.148276e-04	3.683465e-03
DEFB118	591819	594	-83	18442872	5109174	0	41	7	0	1	9	11215260	1.154895e-04	3.698410e-03
MARCKS	217954	608	16	46854864	15639057	0	29	2	0	0	2	15639057	1.242621e-04	3.972596e-03
ZNF750	711691	350	16	102598860	32981172	0	136	27	0	0	27	32981172	1.285851e-04	4.103846e-03
C11orf54	290677	527	0	40956468	10509114	0	35	1	0	1	6	20976690	1.598765e-04	5.093903e-03
PRB4	311837	673	-1	35120379	12108327	0	157	24	0	0	24	12108327	1.888616e-04	6.007264e-03
LCE5A	325831	700	20	17508267	4984560	0	29	0	0	0	0	4984560	1.912319e-04	6.072418e-03
SRCAP	1632278	158	61	454238799	157429020	0	344	85	0	1	91	169578885	2.180190e-04	6.911385e-03
RAD21	482614	426	18	97655838	23718198	0	80	11	0	1	17	43677207	2.334343e-04	7.387648e-03
TAF1B	909213	197	43	92110515	21599760	0	76	13	0	7	130	190306347	2.599941e-04	8.214419e-03
ZFPM1	626557	184	37	142309188	48287925	0	135	24	0	3	45	88102098	2.607480e-04	8.224464e-03
GABPB1	314083	161	5	61123167	17632881	0	29	0	0	0	0	17632881	2.764852e-04	8.706284e-03
PIWIL1	224466	621	-26	131363925	34746537	0	145	29	0	3	198	253568721	2.805057e-04	8.818164e-03
SPANXN1	2363	NaN	-22	11402181	2492280	0	53	7	0	1	34	16594431	3.027009e-04	9.500075e-03
SIRPB2	397239	386	42	50260980	14849835	0	66	15	0	1	28	30052743	3.115999e-04	9.763120e-03
HNF1A	1225663	380	40	91570521	28931217	0	158	33	0	4	113	100355808	3.271799e-04	1.023428e-02
CDKL2	485383	451	31	76035309	19045173	0	59	9	0	2	16	45172575	3.768563e-04	1.176865e-02
KLHL4	34243	NaN	-31	110989536	30135819	0	161	21	0	0	21	30135819	4.063824e-04	1.266973e-02
SLC22A9	1061448	478	28	82120626	23676660	0	90	20	0	4	104	146255298	4.137162e-04	1.287709e-02
SVIP	52085	1031	2	12129096	3323040	0	9	0	0	2	11	65713116	4.254219e-04	1.321962e-02
TAT	446645	530	10	68911542	18879021	0	83	15	0	1	26	46792557	4.288782e-04	1.330510e-02
CCAR1	859993	256	45	176681883	44445660	0	105	16	0	2	30	85692894	4.739870e-04	1.468037e-02
HOXD4	245316	874	13	36636516	11464488	0	55	9	0	1	13	27124314	4.879111e-04	1.508685e-02
CASC5	958415	139	47	356520654	87915177	0	139	18	0	0	18	87915177	5.729068e-04	1.765566e-02
SLC11A2	566864	155	40	93522807	27290466	0	45	6	0	6	37	122578638	5.729386e-04	1.765566e-02
LRP10	1177534	225	34	100542729	34414233	0	75	11	0	0	11	34414233	5.737948e-04	1.765566e-02
BZW1	620967	155	38	55660920	13250622	0	34	5	0	7	58	174189603	5.766052e-04	1.771324e-02
KRTAP1-5	977588	404	10	26168940	6666849	0	49	3	0	2	37	44757195	6.332247e-04	1.942095e-02
JUB	1240941	185	38	77904519	24590496	0	48	11	0	9	84	194792451	6.397252e-04	1.958847e-02
MAP2K1	506284	172	43	60043179	16220589	0	110	14	0	0	14	16220589	6.574100e-04	2.009735e-02
RFX7	204396	432	-2	213816855	61268550	0	107	19	0	1	19	71902278	7.227855e-04	2.206016e-02
ST8SIA4	24350	1122	36	53729403	14683683	0	84	8	0	0	8	14683683	7.602755e-04	2.316691e-02
COIL	333715	254	-10	85152900	24320499	0	70	8	0	0	8	24320499	8.510012e-04	2.588965e-02
CTNNAL1	337834	433	14	112381059	29616594	0	64	5	0	0	5	29616594	9.114311e-04	2.768344e-02
ZNF233	618477	671	-31	102391170	24029733	0	75	18	0	5	84	129619329	9.404342e-04	2.851844e-02
TP53TG5	1037999	382	35	43926435	11713716	0	50	7	0	6	58	112817208	9.805452e-04	2.968707e-02
AMPH	167080	639	7	105693441	29512749	0	169	39	0	4	114	120439431	1.015874e-03	3.070741e-02
ART5	537999	403	23	42597219	12980625	0	39	8	0	15	272	445744278	1.020410e-03	3.079514e-02
KCTD9	178615	515	22	59607030	16033668	0	41	2	0	0	2	16033668	1.053172e-03	3.173311e-02
ZC3H12A	446254	357	25	85983660	27415080	0	58	14	0	7	91	204740802	1.104719e-03	3.323318e-02
FTSJD1	420704	736	3	114457959	29907360	0	85	11	0	0	11	29907360	1.133784e-03	3.405324e-02
PRB3	311837	673	-1	43781052	15285984	0	86	11	0	0	11	15285984	1.135774e-03	3.405878e-02
DDHD2	734603	277	44	112235676	28827372	0	63	4	0	0	4	28827372	1.138707e-03	3.409252e-02
DRD4	1774224	236	57	57862434	21516684	0	39	3	0	0	3	21516684	1.152229e-03	3.444271e-02
KLHL23	342296	393	35	83719839	21516684	0	52	2	0	0	2	21516684	1.207167e-03	3.602783e-02
HDX	20850	NaN	-20	103865769	27415080	0	97	10	0	0	10	27415080	1.218274e-03	3.630187e-02
MARK2	1321109	201	51	118404069	33562704	0	101	22	0	9	104	204304653	1.234597e-03	3.673024e-02
ZNF439	739660	633	-2	75786081	18172875	0	72	11	0	3	36	61497009	1.276179e-03	3.790753e-02
FAM86B2	NaN	NaN	NaN	48931764	14683683	0	26	0	0	0	0	14683683	1.293512e-03	3.832895e-02
CEBPA	355217	510	-9	50011752	17092887	0	55	11	0	3	77	85090593	1.294430e-03	3.832895e-02
GBA3	103435	746	22	70697676	18276720	0	71	6	0	10	159	311161158	1.308262e-03	3.867782e-02
KLF3	294258	364	39	51569427	14351379	0	54	9	0	1	15	30945810	1.340311e-03	3.955748e-02
UCP2	533576	196	41	45214113	14226765	0	65	9	0	4	69	103284237	1.342211e-03	3.955748e-02
